Compound Number,File,RT [min],Precursor m/z (Da),Priority/Bonus,Adduct,InChIKey,SMILES
356,A_M18_posPFP_01,1.73,331.1751,Bonus,[M+H]+,GJOYPICCRRYJFZ-IHJCDDSVSA-N,CC1(C2CC1C(C(=O)C2)(C)OC3C(C(C(C(O3)CO)O)O)O)C
357,A_M2_posPFP_01,3.89,243.1016,Bonus,[M+H]+,HIFMHFYYAXWFIN-UHFFFAOYSA-N,COC1=C(C=C2CCC3=C(C2=C1)C=CC(=C3)O)O
358,A_M11_posPFP_01,5.78,500.2643,Bonus,[M+H]+,REIKGNZFNCYMMZ-RWYVSWDTSA-N,CCC(C)C=CC=CC(=O)OC1C=CC2=CC3(C(CC2(C1C)C)(C(=C)C(=O)N3CCCC(=O)O)O)O
359,A_M16_posPFP_01,5.83,235.1693,Bonus,[M+H]+,TYVCBWCQQAMFRG-HNNXBMFYSA-N,CC1(CCCC(=C)C12CCC(=CC2)C(=O)O)C
360,A_M13_posPFP_02,5.58,675.4079,Bonus,[M+Na]+,FLXWNHMMKNTKDN-UHFFFAOYSA-N,CC1(C2CCC3=C(C2(CC(C1O)OC(=O)CC(C)(CC(=O)O)O)C)CC(C4(C3(CCC4C(CCC(C(C)(C)O)O)CO)C)C)O)C
361,A_M20_posPFP_02,6.11,543.1989,Bonus,[M+Na]+,XYQJFJKRYAIFAO-KVGJNFRLSA-N,CC1C(C(OC1C2=CC3=C(C=C2)OCO3)C4=CC(=C(C=C4)OC(C)C(C5=CC6=C(C=C5)OCO6)O)OC)C
362,A_M9_posPFP_01,5.53,944.5577,Bonus,[M+NH4]+,ISTWCKNDZOSMPU-CIORFEAFSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O
363,A_M3_posPFP_01,5.26,580.3844,Bonus,[M+NH4]+,LKYNAQSYQLFTCM-MLIAOTSXSA-N,CC(=O)OC(C)(C)CCC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(C4(C)C)O)O)C)C)C)O)O
364,E_M33_posPFP_02,5.8,808.3416,Bonus,[M+Na]+,NZCRJKRKKOLAOJ-XWSQLESMSA-N,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
365,E_M28_negPFP_03,0.58,295.0547,Bonus,[M-H]-,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
366,A_M13_posPFP_01,5.31,778.4134,Bonus,[M+H]+,BSMORZQXPRJUEU-UHFFFAOYSA-N,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC2=CC=CC=C2C(=O)NC(C(=O)N3CCCC3C(=O)N1)C(C)CC)CC4=CC=C(C=C4)O)C)C(C)O
367,A_M21_posPFP_01,3.39,319.1751,Bonus,[M+H]+,DBRPBQZVPSHBSR-UHFFFAOYSA-N,CCC(C)C=CC=CC(=O)OCC(C(C(C(CO)O)O)O)O
368,A_M3_posPFP_01,2.8,903.2554,Bonus,[M+H]+,UDSPVVBVMAWQTL-PETBMZKLSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)OC(=O)C=CC6=CC=C(C=C6)O)C7=CC=C(C=C7)O)CO)O)O)O)O)O
369,A_M10_posPFP_01,1.62,197.1172,Bonus,[M+H]+,XEVQXKKKAVVSMW-UHFFFAOYSA-N,CC1(CC(CC2(C1=CC(=O)O2)C)O)C
370,A_M16_posPFP_02,3.47,291.1567,Bonus,[M+Na]+,LQXFBNBJYFTPIH-UHFFFAOYSA-N,CC1CCC=C2C1(CC(C(C2O)O)C(C)C(=O)O)C
371,A_M18_posPFP_02,6.03,373.1985,Bonus,[M+Na]+,WUZMQUYIFZVHQK-UHFFFAOYSA-N,CC=CC=CC(=O)OC1C(C(OC(=O)C1(C)O)C(C)CC(=CC)C)C
372,A_M2_posPFP_01,2.42,352.1027,Bonus,[M+NH4]+,MVLIBLLSHYGYKV-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C(=O)OC2=CC(=CC(=C2CC(=O)O)O)O)O
373,A_M11_posPFP_01,2.01,558.1817,Bonus,[M+NH4]+,SNDSJLKXRHARRI-BKGYPRMNSA-N,COC1=CC(=CC(=C1O)OC)C(=O)OCC2C(C(C(C(O2)OC3=C(C=C(C=C3OC)C(=O)O)OC)O)O)O
374,A_M17_negPFP_03,5.85,793.4016,Bonus,[M-H]-,FHMLSFRFOXEUGU-NYEXGJSRSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)OC(C(C(=O)O)O)OCC(=O)O)O)C)C)C2C1)C)C(=O)O)C
375,A_M20_negPFP_03,4.17,247.134,Bonus,[M-H]-,GAWKUNMREBFQOL-ISOBSLSZSA-N,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C(=O)O)C
376,E_M28_negPFP_03,0.94,346.078,Bonus,[M+FA-H]- ,IFBHRQDFSNCLOZ-IIRVCBMXSA-N,C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O
377,E_M17_posPFP_01,6.36,586.2177,Bonus,[M+H]+,UCHDWCPVSPXUMX-XNTDXEJSSA-N,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
378,E_M33_posPFP_01,6.73,1128.665,Bonus,[M+NH4]+,FCFNRCROJUBPLU-DNDCDFAISA-N,CC1C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C
379,A_M10_negPFP_03,5.65,365.2333,Bonus,[M+FA-H]-,RRGXTNAHUODMQF-NGMIUWCPSA-N,CC1CCCC2C1(CC(C(=C)C2(C)CCC(=CC(=O)O)C)O)C
380,A_M20_negPFP_03,5.98,608.4379,Bonus,[M+FA-H]-,ZZGSDJOIQPLEJT-UHFFFAOYSA-N,CC(C(CCCCCCCCCCCCCCCCCCC(C(C)OC1C(C(C(C(O1)CO)O)O)O)O)O)N
381,A_M4_posPFP_01,5.77,317.2111,Bonus,[M+H]+,AHKUFTRUMQKIPH-YTBLMUGYSA-N,CC12CCCC3(C1C(C(C45C2CCC(C4)C(=C)C5)O)OC3=O)C
382,A_M11_posPFP_01,5.45,647.2334,Bonus,[M+H]+,BVDGQVAUJNUPGW-XZYNUEHNSA-N,CC1C(C(C(C(O1)OC2=C(OC3=C(C(=CC(=C3C2=O)O)O)CC=C(C)C)C4=CC=C(C=C4)OC)OC5C(C(C(CO5)O)O)O)O)O
383,A_M2_posPFP_01,5.57,337.2737,Bonus,[M+H]+,INRRKSNDPRKXCH-UHFFFAOYSA-N,CCC(C)C1C(=CC2C(C1(C)C(=O)CCO)C(CC(C2O)C)C)C
384,A_M16_posPFP_01,1.94,417.1391,Bonus,[M+H]+,IQWFMLIFUZTUPY-TYRDIDCNSA-N,CC(=O)OCC1C(C(C(C(O1)OC2C(C3(CCOC(=O)C3=CO2)O)C=C)O)O)O
385,A_M13_posPFP_02,4.1,965.4717,Bonus,[M+Na]+,RTJHZPMEHNGXKQ-SQCZSNSMSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(CO7)O)O)O)C)C)C2C1(C)O)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O
386,A_M10_posPFP_02,1.09,561.1942,Bonus,[M+Na]+,WMABCPOXSNGIJO-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C2C(C(CO2)C(C3=CC(=C(C=C3)O)OC)OC4C(C(C(C(O4)CO)O)O)O)CO)O
387,A_M18_posPFP_01,4.45,402.2122,Bonus,[M+NH4]+,KABDICRTRLPPFE-DHLSWZRESA-N,CC1CC(C2C(C(C(C2(C1C(=O)O)O)(C)C=O)OC(=O)C)(C)C)OC(=O)C
388,A_M21_posPFP_01,5.92,348.2169,Bonus,[M+NH4]+,XMGYICKYGJRMIY-UHFFFAOYSA-N,CC1=CC(=O)OC1=CC=C(C)CCC=C(CCC=C(C)C)C(=O)O
389,A_M17_negPFP_03,3.91,955.4908,Bonus,[M-H]-,VYHYYPSTYRXLPO-HYKQYNPXSA-N,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)C)CCC4(C3CC=C5C4(CCC6(C5CC(CC6)(C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C(=O)O)C)C)O)O)OC8C(C(C(C(O8)CO)O)O)O
390,E_M17_posPFP_01,2.85,611.197,Bonus,[M+H]+,QUQPHWDTPGMPEX-SGHBVPQBSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
391,E_M33_posPFP_01,8.22,813.2654,Bonus,[M+H]+,HPLNQCPCUACXLM-PGUFJCEWSA-N,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
392,E_M28_negPFP_03,5.69,317.2122,Bonus,[M-H]-,QFVOYBUQQBFCRH-VQSWZGCSSA-N,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O
393,A_M18_negPFP_03,5.54,795.4536,Bonus,[M+FA-H]-,JCZHPSVJKBHAGR-CDFHCRDHSA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)CO)C(=O)O)C)C)C)O)O)O)O)O
394,A_M20_negPFP_03,5.35,809.4329,Bonus,[M+FA-H]-,SJXTZRXLMREHNE-NXKUZLGNSA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC(C6=C7C(C8(CCC7(CCC65C)C(=O)O8)C)(C)O)O)C)C)O)O)O)O)O
395,A_M2_posPFP_01,6.29,369.2325,Bonus,[M+H]+,FNELRTTWUIVSEN-HSZRJFAPSA-N,CC(=CCC1=CC2=C(C=C1)C(=CN2)C(C=C(C)C)C3=CC4=C(C=C3)C=CN4)C
396,A_M18_posPFP_01,5.25,417.202,Bonus,[M+H]+,IIIQNYBMLKYCLT-UHFFFAOYSA-N,CC1C=CC2CCCCC2C1C3=CC(=C(C(=O)O3)C=O)NC(CCC(=O)N)C(=O)O
397,A_M4_posPFP_01,5.45,491.2276,Bonus,[M+H]+,LCDHGZGHZZLGHK-UHFFFAOYSA-N,CC1=C2COC(=O)C2=C(C3=C1OC4(CC(C56C(C4C3)(CCC(O5)(OC6(C)CO)OC)C)O)C)OC
398,A_M14_posPFP_01,5.9,235.1693,Bonus,[M+H]+,SUFSOKMJLLAQQX-HLHNXRDNSA-N,CC1CCC23C1CCC2(CC(=C3C)C(=O)O)C
399,A_M10_posPFP_02,5.13,673.3922,Bonus,[M+Na]+,LARPFJIXBULVPK-LFHLQLAPSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O
400,A_M21_posPFP_02,4.2,392.2044,Bonus,[M+Na]+,WWFRJDFUXORQBA-UHFFFAOYSA-N,CCCCC(C=CCC=CCCCC(=O)NC(CCC(=O)O)C(=O)O)O
401,A_M11_posPFP_01,3.77,670.2705,Bonus,[M+NH4]+,QENWCQKJIZGISX-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OCCC3=CC(=C(C=C3)O)OC)COC(=O)C=CC4=CC(=C(C=C4)O)OC)O)O)O)O
402,A_M16_posPFP_01,0.44,480.2076,Bonus,[M+NH4]+,YXWUKVNWHJHQJJ-ULHBTYKESA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(C=CC(=C3)CCO)O)O)O)O)O)O)O
403,A_M10_negPFP_03,1.33,341.1242,Bonus,[M-H]-,BAGGOTACEXSWCA-TXUJKZCJSA-N,C(CC#CC#CCCC(=O)O)COC1C(C(C(C(O1)CO)O)O)O
404,E_M17_posPFP_01,3.8,525.9007,Bonus,[M+H]+,ZHSOTLOTTDYIIK-UHFFFAOYSA-N,C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I
405,E_M33_posPFP_02,6.23,921.4971,Bonus,[M+Na]+,QLFZZSKTJWDQOS-YDBLARSUSA-N,CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)OC7(C4)C=CC(C(O7)C8CCCCC8)C)O
406,A_M1_negPFP_04,1.24,219.0793,Bonus,[M+Cl]-,IJTFWVKHFTZVSR-ZETCQYMHSA-N,CC1=C(C(CCC1O)(C)C)C(=O)O
407,A_M5_posPFP_01,2.78,193.0859,Bonus,[M+H]+,AFWKBSMFXWNGRE-UHFFFAOYSA-N,CC(=O)C=CC1=CC(=C(C=C1)O)OC
408,A_M14_posPFP_01,4.95,267.1227,Bonus,[M+H]+,SMOXLKTYOHPSFE-ZETCQYMHSA-N,CC1=C(C=C(C(=C1C(C)C(=O)C)C(=O)OC)O)OC
409,A_M2_posPFP_01,5.27,403.1387,Bonus,[M+H]+,XBZIUXVIWRAJKB-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3OC)OC)OC)OC)OC
410,A_M18_posPFP_01,6.25,469.2221,Bonus,[M+H]+,ZRJPWPHGPZYNIS-CVEARBPZSA-N,CC=C(C)C(=O)OC1=C2C(=CC(=C1OC)OC)CC(C(CC3=CC4=C(C(=C32)OC)OCO4)C)C
411,A_M21_posPFP_01,5.17,522.3789,Bonus,[M+NH4]+,JKWDYHQUZQNLNR-UHFFFAOYSA-N,CC12CCC34CC3(C(CCC4C1(CCC2C(CCC=C(CO)CO)CO)C)C(=C)CO)CCC(=O)O
412,A_M16_posPFP_01,5.94,570.3061,Bonus,[M+NH4]+,JYXVAMLAJSGCDL-NFVTZAPZSA-N,CC1C(C(OC1C2=CC(=C(C=C2)OC)OC)C3=CC(=C(C=C3)OC(C)C(C4=CC(=C(C=C4)OC)OC)O)OC)C
413,A_M11_posPFP_01,3.96,956.5061,Bonus,[M+NH4]+,OEXNWSIXBSIJSR-VCFHHZPJSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(=CCCC(=CCCC(=CCCC(C)(C=C)OC3C(C(C(C(O3)CO)O)O)O)CO)C)C)O)O)OC4C(C(C(C(O4)C)O)O)O)O)O)O
414,A_M10_negPFP_03,5.72,349.2384,Bonus,[M-H]-,OHLTUTMHRFQVHX-UHFFFAOYSA-N,CCC(C)C1C(=CC2CC(CC(C2C1(C)C(=O)CCO)C)C)C(=O)O
415,A_M19_negPFP_03,4.66,247.134,Bonus,[M-H]-,PIVYLYLYFUMPBO-UHFFFAOYSA-N,CC1C(CCC2(C1=CC3C(C2)OC(=O)C3=C)C)O
416,A_M21_negPFP_03,1.06,151.0401,Bonus,[M-H]-,RAXNUTINVDSFEU-NKWVEPMBSA-N,C1C(C=CC2=CC(=O)OC21)O
417,E_M17_posPFP_01,4.4,368.218,Bonus,[M+H]+,ANZXOIAKUNOVQU-UHFFFAOYSA-N,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O
418,A_M1_negPFP_04,0.78,233.0586,Bonus,[M+Cl]-,GSLQFCAUUPKMEV-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C(CO)(CO)O)O
419,A_M19_negPFP_03,0.68,325.1293,Bonus,[M+FA-H]-,HPNXJLIPUVXDNH-SPWCGHHHSA-N,CC1=C2CC3C(CCC3(C(C=C2OC1=O)(C)O)O)(C)O
420,A_M14_posPFP_01,5.63,275.1642,Bonus,[M+H]+,BNZVTXLUECVXIJ-UHFFFAOYSA-N,CC1C=CC2CCCCC2C1C3=CC(=C(C(=O)O3)C)O
421,A_M18_posPFP_01,6.01,487.3418,Bonus,[M+H]+,OQQCBMOTOPRDSL-UHFFFAOYSA-N,CC1C2C(CC3(C2(CCC45C3CCC6C4(C5)CCC(=O)C6(C)C)C)C)OC7(C1OC(C7O)(C)C)O
422,A_M16_posPFP_01,5.89,661.3946,Bonus,[M+H]+,OZEXWSOYHYUSFA-OQDXJULVSA-N,CC1CC2C(OC3(C1C4(CCC56CC57CCC(C(C7CC=C6C4(C3O)C)(C)C)OC8C(C(C(CO8)O)O)O)C)O2)C(C)(C)OC(=O)C
423,A_M2_posPFP_01,6.11,441.2272,Bonus,[M+H]+,PONBYQAAIAEAEY-UHFFFAOYSA-N,CCCCCC1=CC2=CC(=CC(=C2C(=O)O1)OC3=C(C=C(C=C3O)OC)CCCCC)O
424,A_M5_posPFP_01,3.9,362.1962,Bonus,[M+NH4]+,WAHUIEHYVBLIER-SFHVURJKSA-N,COC1=C(C=CC(=C1)CCC(CC(=O)CCC2=CC=C(C=C2)O)O)O
425,A_M11_posPFP_01,5.51,1080.5797,Bonus,[M+NH4]+,ZIPCQERYPWBFTF-UHFFFAOYSA-N,CCCCCC(CC(CC(=O)OC(CCCCC)CC(CC(=O)OC(CCCCC)CC(CC(=O)O)OC1C(C(C(C(O1)CO)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)OC3C(C(C(C(O3)CO)O)O)O
426,A_M10_negPFP_03,2.85,449.1089,Bonus,[M-H]-,KTDWFYOXQQWERW-GCNAUYOQSA-N,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O
427,A_M21_negPFP_03,3.72,225.1132,Bonus,[M-H]-,PNGRUNJOXYILEZ-UHFFFAOYSA-N,C(CC=CCC=CCCC(=O)O)CC(=O)O
428,E_M17_posPFP_01,3.23,315.091,Bonus,[M+H]+,QWCJHSGMANYXCW-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
429,A_M10_negPFP_03,5.45,977.5327,Bonus,[M+FA-H]-,GELOPBLVWSJPGZ-GQKYFYALSA-N,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CC(C(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)O)C)C)O)C)OC6C(C(C(C(O6)COC7C(C(C(CO7)O)O)O)O)O)O)C
430,A_M18_posPFP_01,4.64,663.2284,Bonus,[M+H]+,FWINXQRXURMYOG-JVZFEXMQSA-N,CC1C(C(C(C(O1)OC2=C(OC3=C(C(=CC(=C3C2=O)O)O)CC=C(C)C)C4=CC=C(C=C4)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
431,A_M2_posPFP_01,4.78,486.2599,Bonus,[M+H]+,PJORSFDPCGOEBJ-UHFFFAOYSA-N,CC1(NC2=CC=CC=C2C(=O)N1)CCCC=CCC=CCCCC(=O)NC(CCC(=O)O)C(=O)O
432,A_M16_posPFP_02,5.65,817.3593,Bonus,[M+Na]+,YOBDBZVQMUJKOX-UHFFFAOYSA-N,CCC(C)CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)O
433,A_M12_posPFP_02,1.77,237.1097,Bonus,[M+Na]+,ZMYLTLIECAVXTL-LLVKDONJSA-N,CC(CCC=C(CO)C(=O)OC)(C=C)O
434,A_M5_posPFP_01,2.48,598.213,Bonus,[M+NH4]+,JMCVYQUHLKARLD-UHFFFAOYSA-N,C1CC(C(C(C1O)O)(C(=O)OCC2=C(C=CC(=C2)O)OC3C(C(C(C(O3)COC(=O)C4=CC=CC=C4)O)O)O)O)O
435,A_M14_posPFP_01,0.47,332.134,Bonus,[M+NH4]+,PRBPGFIPERGSFI-USKPATFNSA-N,C1=CC=C(C=C1)C(C(=O)O)OC2C(C(C(C(O2)CO)O)O)O
436,A_M19_negPFP_03,3.92,315.0874,Bonus,[M-H]-,CKOCCDGTCOMPKL-LBPRGKRZSA-N,COC1CC(=O)C2=C(C1=O)C3=C(C(=C(C=C3C=C2)OC)O)OC
437,A_M1_negPFP_03,5.04,437.1606,Bonus,[M-H]-,KMIAVXXXWOJFRF-LJQANCHMSA-N,CC(=CCC1=C2C(=C3C(=C1O)C(=O)C(=CO3)C4=CC(=C(C=C4)O)O)CC(C(O2)(C)C)O)C
438,A_M21_negPFP_03,5.15,275.1289,Bonus,[M-H]-,KUIKAQQHWIBPIM-INIZCTEOSA-N,CC1=CC2=C(C=C1O)C(C(=O)C(=C2C(C)C)OC)(C)O
439,E_M17_posPFP_01,5.47,336.0649,Bonus,[M+H]+,YYUAYBYLJSNDCX-UHFFFAOYSA-N,CC1=CC(=NO1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
440,A_M1_negPFP_03,5.5,751.391,Bonus,[M+FA-H]-,VDBSGEAWBANKNK-UVKFBWJXSA-N,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1CCC2(C1(CC(=O)C3(C2CC=C4C3CC(C(C4(C)C)O)OC5C(C(C(C(O5)CO)O)O)O)C)C)C)O
441,A_M19_negPFP_03,0.99,375.1661,Bonus,[M+FA-H]-,YQIHQJXXKNXTBN-VKNJEMGASA-N,CC1(C2CC(=O)C1(CC2OC3C(C(C(C(O3)CO)O)O)O)C)C
442,A_M18_posPFP_01,4.41,959.521,Bonus,[M+H]+,CPKUECAWPOGBJH-PHTWEMEZSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)CO)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O
443,A_M10_posPFP_01,5.57,259.0965,Bonus,[M+H]+,MYROJYNCTNKRCD-UHFFFAOYSA-N,CC1(CCC2=C(O1)C(=O)C3=C(C2=O)C=CC=C3O)C
444,A_M12_posPFP_02,1.26,285.1309,Bonus,[M+Na]+,GZDNGWOBFHUEOM-OSUNSFLBSA-N,CCCC=CCOC1C(C(C(C(O1)CO)O)O)O
445,A_M14_posPFP_02,3.88,351.2142,Bonus,[M+Na]+,LBOKXCGOVQDBKC-UHFFFAOYSA-N,CCC(CCC=CCC=CC(C(CCCCCC(=O)O)O)O)O
446,A_M2_posPFP_02,5.85,553.2408,Bonus,[M+Na]+,RHABJANPSGWEFC-UHFFFAOYSA-N,CC=C(C)C(=O)OC1C2=CC(=C(C(=C2C3=C(C(=C(C=C3CC(C1(C)O)C)OC)OC)OC)OC)OC)OC
447,A_M16_posPFP_01,3.31,1106.5742,Bonus,[M+NH4]+,QLZQRHCCZJLVSJ-DGYDAYBGSA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C(=O)O)C(=O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)C)C)C)O)O)O)O)O
448,A_M5_posPFP_01,5.23,944.5213,Bonus,[M+NH4]+,YTPBUIWNJRGZFW-HNBASAHXSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(CO7)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C
449,A_M21_negPFP_03,4.15,357.098,Bonus,[M-H]-,BZBZUGSXRITWQR-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C=CC(=O)OCC(=O)CC2=CC(=C(C=C2)O)O)O
450,A_M11_negPFP_03,4.95,1335.6227,Bonus,[M-H]-,TUOKVBKUAPFXAA-VRZLRGRSSA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C(C5(CC4)C)(CCC7C6(CC(C(C7(C)CO)OC8C(C(C(C(O8)CO)O)O)OC9C(C(C(CO9)O)O)O)O)C)C)(C)C)O)O)O)OC1C(C(C(CO1)O)O)O)OC(=O)CC(C)(CC(=O)O)O
451,E_M17_posPFP_01,3.65,297.1234,Bonus,[M+H]+,QIALRBLEEWJACW-INIZCTEOSA-N,CC(=O)OC1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N
452,A_M12_negPFP_03,5.21,1119.5593,Bonus,[M+FA-H]-,KMEIZYNJCUTZNU-STDVHTBBSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C2C1)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C
453,A_M10_posPFP_01,4.32,273.1121,Bonus,[M+H]+,BHEGXSNCDUBUFA-UHFFFAOYSA-N,COC1=CC(=CC2=C1C3=CC(=C(C=C3CC2)O)OC)O
454,A_M19_posPFP_01,1.11,227.0914,Bonus,[M+H]+,DXUWKSUWEMSKDA-QZXZYWPKSA-N,CC=CC1C(C(C2=C(O1)C(OC2=O)C)O)O
455,A_M17_posPFP_01,5.95,235.1693,Bonus,[M+H]+,HBQSMPQLVZXNJG-UHFFFAOYSA-N,CC(=CCCC(=CCCC(=C)C=C)C(=O)O)C
456,A_M12_posPFP_01,4.64,275.1278,Bonus,[M+H]+,SXTIQENJRJOCLX-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)O)CCC2=CC(=CC=C2)O
457,A_M6_posPFP_01,1.1,194.0812,Bonus,[M+H]+,YYAJJKZSQWOLIP-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C=CC(=O)N)O
458,A_M2_posPFP_01,5.46,580.3844,Bonus,[M+NH4]+,GEQDRLKIGRWJJA-UHFFFAOYSA-N,CC1CC(OC(=O)C1C2(CCC34CC35CCC(C(C5CCC4C2(C)C(=O)O)(C)C)O)C)C(C(C)(C)O)OC(=O)C
459,A_M14_posPFP_01,5.98,378.2275,Bonus,[M+NH4]+,HRYHMFTVUSXJPA-ZDUSSCGKSA-N,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCCC(C)C(=O)C)O
460,A_M19_negPFP_03,3.75,385.0929,Bonus,[M-H]-,GGCXWTMEZZGUFT-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C=CC(=O)O)OC(=CC2=CC(=C(C=C2)O)OC)C(=O)O
461,A_M21_negPFP_03,6.38,385.2596,Bonus,[M-H]-,PEMSRAHOUIFZMA-UHFFFAOYSA-N,CCCCCCCCCCC(=O)OC(C(C)C)C(C(=O)O)OC(=O)C(C)C
462,A_M2_negPFP_03,1.25,197.0819,Bonus,[M-H]-,UGCSSEQNFFXROR-JTQLQIEISA-N,CC(C)C1(CCC(=CC1=O)C(=O)O)O
